name,address,latitude,longitude,details,phone,time,offdate,parking,babycar,pet
사회복지법인 평화의마을,제주특별자치도 서귀포시 대정읍 중산간서로 2195-12,33.27901222,126.2926509,"평화의 마을은 2012년 HACCP우수운용장업장선정, 2013년 로하스 최우수상 및 우수상선정, 2013년 IFFA육가공박람회 금메달 6개를 수상한 업체이다. 청정제주도의 무항생흑돼지와 생야채를 주원료로 무보존료, 무색소, 무인공조미료, 무대두단백, 무아질산나트륨을 10년여간의 고집스러운 장인정신으로 지켜내며, 좋은 사람들이 만들어가는 좋은 먹거리를 생산하는 수제햄과 수제소시지를 생산하는 사회적 기업이다.",064-794-6277,09:00~18:00,주말 / 공휴일,가능(중형차 20대),불가,없음
중문면세점,제주특별자치도 서귀포시 중문관광로 224(중문동),33.24131846,126.4244653,"중문 면세점은 제주를 관광하는 모든 여행자의 편의와 만족을 위해 제주관광공사에서 중문에 운영하고 있다.
제주국제컨벤션센터(ICC) 1층에 있는 중문 면세점은 제주 관광의 랜드마크로, 중문관광단지 관광과 함께 면세쇼핑을 여유 있게 즐길 수 있다. 제주관광공사 면세점은 국내 최초 내국인 면세점으로서 제주를 대표하는 쇼핑관광 인프라로 국내 항공과 선박을 통해 누구나 이용할 수 있다.
구매 한도는 연간 이용 횟수 6회이며, 1회 구매 한도는 미화 800달러로 지정하고 있고 주류는 2병까지 가능하다.
주변에 가 볼 만한 곳으로는 중문 향토오일시장과 성산일출봉, 섭지코지등이 있다. 대중교통 이용 시 600번 공항리무진을 타고 제주국제컨벤션센터 앞에서 하차하면 된다.",064-780-7700,중문 면세점 : 10:00~19:00 / 인터넷 면세점 : 24시간,연중무휴,"있음(400대, 무료)",없음,없음
한신시장,경기도 부천시 은성로76번길 10(소사본동),37.47488114,126.7990483,"한신시장은 경기도 부천시 은성로에 있는 상설 재래시장으로, 1986년에 문을 열었다. 한신아파트가 분양되면서 동시에 상가를 분양하게 되었다. 상가 형태는 25개 점포가 나열된 연도 상가로 출발해 점차 골목 형태의 시장으로 발전하게 되었다. 소상공인 시장 공단의 ICT 지원사업으로 한신 모바일 홈페이지도 운영되고 있다. 볼거리, 먹거리가 풍부한 시장이다. 그랜드 세일 블랙프라이데이 행사도 진행한다.",032-341-5372,점포별 상이,셋째주 화요일,가능 (한신공영주차장 216면),없음,없음
느리게 책방,충청남도 공주시 우체국길 24(중동),36.45449076,127.1237442,공주시 중동에 위치한 느리게 책방은 독립서점이다. 독립서점이란 대규모 자본이나 큰 유통망에 의지하지 않고 서점 주인의 취향대로 꾸며진 작은 서점을 말한다. 이 서점의 주인은 느리게 책방을 '마음이 잠시 쉬었다 가는 공간'이라 소개한다. 그 말처럼 따뜻한 분위기로 인테리어 되어 있다.,0507-1336-9807,13:00 ~ 18:30,"매주 일요일, 월요일, 화요일",,없음,없음
신세계백화점 (본점),서울특별시 중구 소공로 63,37.56092716,126.9808543,"신세계백화점은 1960년대 초반 근대 백화점의 개념을 처음 도입하고 최초의 직영 체제를 확립했다. 신세계백화점 명동본점은 신세계의 전통과 가치를 대변하는 상징적인 장소이다. 국내 최초의 백화점 미쓰코시 경성지점이 있던 자리로 고풍스러운 옛 건축물에서 긴 역사가 느껴진다. 지난 2007년 리모델링 공사를 거쳐 현재는 문화 공간을 표방한 명품관으로 자리하고 있다.
새로 개관한 본점은 세계 3대 명품인 에르메스, 샤넬, 루이뷔통을 비롯해 신세계가 단독으로 선보이는 조르지오 아르마니 블랙라벨, 데님마니아, 슈즈홀릭 등 쇼핑의 품격을 높이는 브랜드를 만나볼 수 있는 공간이며 차별화된 쇼핑 서비스를 위해 5층에는 편집 매장 분더숍&컴퍼니를 운영한다. 우리나라 편집 매장으로는 원조라 할 수 있는 분더숍을 젊은 브랜드와 신진 디자이너의 제품으로 업그레이드했다.
본점은 쇼핑과 문화가 어우러진 공간을 제공하고 있다. 6층 트리니티 가든은 세계적 거장들의 예술 작품이 전시된 조각 공원으로 유명하다. 알렉산더 칼더, 호안 미로, 영국 조각의 아버지 헨리 무어 등 유명 작가들의 작품이 전시돼 있다. 조각품들 사이로는 물이 흐르고 곳곳에 벤치가 놓여 있어 쇼핑 후 예술 작품을 감상하며 휴식을 취할 수 있다. 전통과 현대의 미학이 조화를 이룬 작품들을 통해 쇼핑 공간을 넘어 휴식과 감동을 제공하는 문화 공간이 되고자 노력하고 있다.",1588-1234,월~목 10:30~20:00 / 금~일 10:30~20:00,매월 넷째주 월요일 / 명절 당일,"주차가능(1,500대)",없음,불가
서문공설시장,제주특별자치도 제주시 서문로4길 13-2,33.51137342,126.5179484,"서문공설시장은 제주시 서문로에 위치한 전통 재래시장이다. 80여 개의 점포를 갖추고 있으며 축산, 정육 등 육류로 유명하다. 시장 내에는 3개의 정육 마트가 자리하고 있다. 원하는 부위의 고기를 저렴하게 구매한 후 정육 식당이 들어선 상가건물을 찾아가면 상차림 비용 1만 원을 내고 구매한 고기를 그 자리에서 맛볼 수 있다. 이 외에도 식품과 건어물, 과일 등 다양한 품목들이 판매되고 있다. 다른 상설시장에 비해 한산한 편이며, 주차시설이 잘 갖추어져 있는 것이 특징이다.",064-758-8387,09:00~20:00(점포별 상이),연중무휴(점포별 상이),주차 가능(서문공설시장 인근 주자창),없음,없음
"의령장 (3, 8일)",경상남도 의령군 의령읍 의병로 222-1(의령읍),35.31883724,128.2613293,"의령장은 의령읍에 있는 상설 및 정기시장으로, 1930년도에 형성된 유서 깊은 재래시장이다. 150여 개 점포와 넓은 주차장을 겸비하고 있으며, 장날에는 직접 재배한 지역 농산물을 판매하는 장터가 개설되어 싱싱하고 품질 좋은 상품을 구입할 수 있다.
장날에는 비좁은 장터에 옹기종기 앉아 정성으로 키운 채소를 파는 시골 할머니와 과일전, 채소전, 잡화전이 성황을 이루며, 소금에 절인 갈치와 고등어를 파는 어물전도 형성되어 풍성한 장날의 맛을 느껴볼 수 있다.
의령은 역사와 전통이 있는 문화도시로 망개떡, 소고기국밥, 의령메밀국수, 의령한우가 유명하다. 또, 호암 이병철 생가, 곽재우 장군 생가, 정암루 등의 관광지가 있는 지역이다.",055-573-2227,09:00~18:00,연중무휴,있음(유료 공영주차장),없음,없음
"정남진 장흥 토요시장 / 장흥 오일장(2, 7일)",전라남도 장흥군 장흥읍 토요시장3길 15,34.67646925,126.9029734,"정남진 장흥 토요시장은 농산물과 해산물을 모두 구입할 수 있는 장터이다. 원래 장흥 오일장이 끝자리가 2, 7일에 장이 섰었다. 하지만 2005년부터 오일장에 토요일을 더해 관광형 전통시장인 정남진 장흥 토요시장이 열린다. 
먼저 장흥 오일장의 경우, 남해안 연안에서 잡아 올린 각종 어류와 패류, 탐진강변의 기름진 농토에서 생산되는 각종 농산물을 골고루 구입할 수 있다. 철 따라 생산되는 자연산 딸기, 오이, 미나리, 은어, 생표고 버섯 등을 구입할 수 있다. 
정남진 장흥 토요시장은 토속적인 분위기의 공연이 이어져 즐겁게 놀고, 맛있게 먹고 좋은 것을 사는 장터 여행을 즐길 수 있는 곳이다. 한우 판매 거리와 장흥 특산품인 표고, 낙지, 헛개 등을 파는 특산물 판매장이 있으며, 더불어 할머니들이 직접 키운 신선한 채소를 구입할 수 있다.",장흥읍행정복지센터 061-860-8321,06:00~18:00(식당가는 20:00),,,없음,없음
진천 중앙시장,충청북도 진천군 진천읍 중앙동6길 23,36.85690576,127.4423906,"진천 중앙시장은 1950년 1월에 개설되었으며 점포 53개 이상이 운영 중이다. 경영 현대화 사업을 통해 시장 활성화와 군민의 농산물 거래 및 생필품 구매에 활용되고 있다. 옛 양조장 골목으로 불렸던 진천군의 재래시장으로 진천읍 중심가에 있어 이용객의 접근성, 가시성 및 대중교통 환경이 매우 좋고, 이용객에게 좋은 시장으로 호평받고 있다.
다양한 종류의 상품을 판매하는 상점들로 형성되어 있어 생활용품 구매가 편리하고, 대형할인점과의 경쟁력을 잃어가는 시장에 활력을 불어넣어 주고자 시설 현대화와 각종 이벤트를 해마다 개최한다. 손 만두와 생거진천 떡 등 유명한 먹거리로 고객들의 발길이 끊이지 않고 있으며, 매달 5일과 10일 오일장이 서기도 하여 먹거리뿐만 아니라 볼거리가 더 다양해진다. 고객지원센터 건물 신축과 골목형 시장 육성 사업을 통해 지역 특화시장으로 발전해 나가고 있고, 시장 장보기 도우미 및 배송 서비스, 고객센터 운영 등으로 고객의 편의를 위해 노력하고 있는 시장이다.",043-533-8966,07:00~18:00(가게마다 상이),가게마다 상이,있음,없음,없음
백록다원,전라남도 보성군 회천면 봉서동길 81-7,34.66546739,127.0498635,"14만 평에 달하는 차밭을 운영하는 백록다원은 일반적인 계단식 차밭과 달리 평지와 산지에 넓게 펼쳐진 차밭과 그 뒤로 펼쳐지는 풍경이 아름다운 곳으로 유기농 녹차를 재배하는 다원이다. 
백록다원은 우전차, 발효차, 세작, 녹차발효차세트, 녹차삼각티백, 발효차삼각티백, 가루녹차, 티퍼레이드 종류를 판매한다. 이 가운데 가장 인기 있는 제품이 우전차와 티퍼레이드이다. 보성군과 함께 개발한 티퍼레이드는 녹차의 대중화를 위해 개발된 차로 보성녹차를 기본으로 다른 차와 블렌딩하여 다양한 맛과 향, 기능을 골라 즐길 수 있으며 녹차미인 차, 행복을 꿈꾸는 차, 라인을 살리는 차, 아침을 깨우는 차 등 4가지 제품을 선보이고 있다.
[보성 녹차] 공동 브랜드를 사용하고 있는 백록다원에서 판매되는 유기농 차의 강점은 품질과 맛, 그리고 가격이다. 이곳의 제품은 자사 홈페이지 또는 보성군 농산물 직거래 장터인 [보성몰]을 통해 온라인 주문을 하거나 봇재 그린마트 등 보성 내 녹차 판매점에서 구매할 수 있다.
5월 10일부터 5개월간 백록다원에서는 찻잎 따기, 수제 차 만들기, 천연 녹차 치약이나 비누, 방향제 만들기 등의 체험을 할 수 있다.",백록다원 061-852-3722,,연중무휴,가능,없음,없음
동부농원,제주특별자치도 서귀포시 성산읍 서성일로 1007,33.44293134,126.8862291,"제주 서귀포시 성산읍에 위치한 동부농원은 직접 재배한 감귤, 한라봉, 천혜향, 황금향 등을 판매하고 있다. 
중개상의 개입 없는 저렴한 가격의 맛있는 감귤을 구비하고 있으며 전국 택배 주문도 가능하다. 귤 따기 체험도 하고 있으며, 직접 딴 귤은 판매 비용으로 대체한다. 성산일출봉에서 제주시 방향으로 가는 길 수산리 오른쪽 방향 중간 지점으로 방문하면 된다. 
주변 가볼 만한 곳으로는 제주 커피박물관, 남제주 억새오름길, 짱구네 유채꽃밭이 있다.",064-782-4488,08:00 ~ 19:30,,있음,없음,없음
금풍공예사,전라남도 곡성군 겸면 산이재로 681,35.24419356,127.1921698,"괴목, 참죽(가죽나무), 육송, 오동나무 등 다양한 재질을 사용하여 짜 맞추기의 섬세한 수공업으로 견고하고 우아한 전통 찻상, 다기함 등을 생산하고 있으며 서울 인사동, 광주 예술의 거리의 고급 가구점에서 판매되고 있다. 직판과 홈페이지를 통해 사이버거래도 가능하며 2,000년도부터 우체국, 농협을 통하여 우편 주문판매를 하고 있다.",061-363-0630,,,,불가,불가
가가상점,충청남도 공주시 감영길 3(반죽동),36.45292979,127.1216722,"공주시 원도심에 자리잡은 가가상점은 공주 지역에서 활동하는 예술가 단체, 화가, 공방들이 기획하고 제작한 로컬 굿즈를 판매하고 있으며, 여행자와 방문자를 위한 추천 도서와 관련 상품들도 판매하고 있다.<br>",010-3083-0361,10:00~14:00,"매주 일요일, 월요일",,없음,없음
다자연 영농조합법인,경상남도 사천시 곤명면 금성들길 55,35.14097426,127.9688708,"흔히 녹차 하면 보성과 하동 그리고 제주도가 생각날 것이다. 그런데 경남 사천에도 넓디넓은 평지에 녹차밭이 있다. 이름하여 다자연영농조합법인. 이곳은 진주, 하동과 접해 있고, 공항ㆍ항만고속도로가 발달된 교통의 요지이며, 해양성기후의 영향으로 여름은 시원하고 겨울은 온화하여 차가 잘 자라는 곳이다. 다자연영농조합법인의 이창효 대표는 지난 2003년 이곳 사천시 곤명면 금성리에 18만 1819㎡(15만여 평)에 이르는 녹차단지를 조성했다. 단지에는 150만 주의 재래종 녹차 묘목을 심었는데 2007년 첫 수확을 거두었다. 평지에 있는 녹차밭으로는 국내 최대 규모를 자랑하는 다자연은 기계화와 대량생산이 가능해, 보다 저렴한 가격으로 소비자들에게 다가가고 있다. 재래종으로 다양한 맛과 향을 지닌 여러 종류의 녹차를 선보이는 것이다. <br /><br /> 최근에는 찻잎을 가공하는 공장 옆에서 차를 시식하고, 체험도 할 수 있는 다자연문화센터를 열었다. 문화센터 안에 들어가니, 고급스러운 분위기에서 이야기를 나누며 차를 마실 수 있는 공간을 마련했다. 또 녹차를 맛있게 우리는 방법, 다도예절도 함께 배울 수 있는 녹차 체험공간도 따로 있다. 이곳에서 생산되는 녹차 제품은 물론 다기, 천연염색한 개량한복 등도 판매 중이란다. 녹차에는 비타민 C, 유리아미노산, 폴리페놀 등 몸에 좋은 성분이 많아 암세포 성장과 고혈압, 동맥경화 발생을 억제하고, 혈중 콜레스테롤 수치를 낮추면서 중금속을 제거하는 등 많은 약리작용을 한다. 다자연에서는 녹차의 효능을 널리 알리기 위해 찻잎하나와 찻잎 둘, 초록마실과 차 마실, 녹차삼각티백(프리미엄)등의 제품을 판매하고 있다. 더불어 잡냄새가 없고 색과 크기가 균일하며, 변색되지 않은 녹차를 구입하고, 직사광선을 피해 차고 건조한 곳에 보관할 것을 일러준다.",055-853-5058,09:00 ~ 18:00,연중무휴,,없음,없음
핫트랙스 (광화문점),서울특별시 종로구 종로 1(종로1가),37.57097594,126.9779821,"핫트랙스 광화문점은 고객들의 소비트렌드를 반영해 문구, 음반, 캐릭터 상품부터 디자인, 라이프 스타일 상품까지 고객에게 다양한 문화콘텐츠를 제공하는 곳이다. 단순히 상품을 판매하는 것이 아닌 상품을 즐겁게 쇼핑하는 경험을 통해 일상생활에서 새로움, 즐거움, 편안함을 누릴 수 있도록 한다. 
핫트랙스 광화문점은 교보문고 내에 있으며 트렌디한 아이템을 만나는 재미가 있는 곳이다. 요즘엔 잘 찾아보기 힘든 음반부터 다양한 디자인과 기능을 가진 문구와 소품들까지 만나볼 수 있다. 특히 필기류의 경우 디자인, 브랜드, 색깔 별로 진열되어 있으며, 고객의 선택을 돕기 위해 직접 펜을 써볼 수 있는 메모지가 준비되어 있다. 폭넓게 준비된 상품들로 인해 쇼핑을 통해 얻는 단순한 재미와 즐거움을 넘어서서, 자신만의 스타일과 일상을 만들어가는 기쁨을 만들어 갈 수 있다.",핫트랙스 광화문점 02-732-9961,09:30~22:00,명절 당일,"일반고객 : 3만원 이상 - 1시간 무료주차(최대 2시간)<br> 북클럽 회원 : 1만원 이상 - 1시간 무료주차(최대 2시간)<br>실버/프렌즈 회원:1만원 이상-1시간, 3만원 이상-2시간 무료주차(최대 2시간)<br>골드/플래티넘 회원 : 2시간 무료 주차 (구매 금액과 상관 없이 무료 주차하실 수 있습니다.)<br>※주차요금 10분당 1,000원",불가,불가
황산어판장,인천광역시 강화군 길상면 해안남로65번길 35-33,37.62450358,126.5391401,강화도는 수도권 도심에서 가깝지만 멀리 떠나는 듯한 여행지로 많은 관광객들에게 사랑받는 곳이다. 탁 트인 바다나 강화도를 가기 위해 초지대교를 건너면 드디어 섬에 도착한다. 초지대교를 건너자마자 만나는 곳 황산도에는 활어회를 맛보고자 하는 미식가들에게 인기 좋은 황산도 어판장이 있다. 범선 모양의 돛대 위에 있는 황산어판장 간판과 함께 회센터가 시작된다.,032-937-9714,10:00 ~ 20:00,매주 수요일,,없음,불가
유진참치,인천광역시 계양구 아나지로 466(서운동),37.52489658,126.7444463,"유진 참치는 싱싱한 해산물을 저렴하게 구매할 수 있는 가성비 좋은 수산물 마트(800㎡)이다. 각종 회와 어패류를 포함한 다양한 해산물과 냉동식품, 건어물, 채소, 생필품 등을 판매하고 있으며 생선회와 어패류는 인기가 많아 먼 곳에서 찾아오는 경우가 많다. 날마다 할인 판매 하는 상품이 달라지므로 방문 시 할인 상품부터 확인하고 장 보는 것이 좋다.",032-545-8668,10:00~20:30,연중무휴,가능,없음,불가
중곡동 가구거리,서울특별시 광진구 천호대로,37.55714049,127.0796621,"중곡동 가구거리는 1960년대 형성된 곳으로, 어린이 대공원 후문에서 군자로 사이에 리바트, 삼익가구 등 대형업체의 대리점부터 중소 가구업체까지 65여 개 정도의 숍이 늘어서 있다. 
다양한 브랜드의 가구를 비교할 수 있는 중곡동 가구거리는 일반적인 가구는 물론 고급 가구, 사무용 가구, 학생용 가구 등 다양한 디자인과 용도의 가구들이 전시되어 있다. 또한 가구점마다 주차장을 갖추고 있어 편리한 쇼핑을 할 수 있다.",중곡동가구거리연합회 : 010-5508-0089,매장별 상이,매장별 상이,있음,없음,없음
행복한백화점,서울특별시 양천구 목동동로 309,37.52876236,126.8762259,"행복한백화점은 품질이 우수한 중소기업제품의 판로지원을 위해 공공기관인 중소기업유통센터가 운영하는 곳이다. 지하 3층, 지상 9층으로 1층 야외에는 행사장이 있고 내부로 들어서면 패션잡화를 판매하고 있으며, 2층에는 여성 의류, 3층에는 남성 패션, 4층에는 시계, 보석, 안경, 가구 등을 파는 상점들과 미용실, 고객센터, 라이브스튜디오가 있으며 5층에는 전문식당가가 자리 잡고 있다. 그 위로는 영화관과 키즈카페, 펫파크 등 다양한 문화시설도 갖추고 있어 고객들에게 편의를 제공하고 있다.",02-6678-9000,월~목요일 10:30~20:00<br>금~일요일 10:30~20:30,연중무휴,있음,없음,불가
삼다닷컴,제주특별자치도 제주시 연삼로 295-1(도남동),33.49260615,126.5242371,"삼다닷컴은 (주)삼다의 제주 현지에 위치한 농수축산물 직매장과 온라인 쇼핑몰의 공동 브랜드이다. (주)삼다는 직접 수매한 원물을 직영 HACCP 인증 공장에서 깨끗하고 신선한 상태로 가공하여 직접 판매하기 때문에 중간 유통마진이 없는 정직한 가격으로 상품을 판매한다. 100% 제주산만을 고집하는 (주)삼다는 제주도특별자치도 품질인증 J마크, 제주특별자치도 선정 우수업체 제주마씸, 사전위해관리시스템 HACCP 인증 기업이다.",064-752-0001,09:00~20:00,매주 일요일,가능,불가,없음
중문농수산 / 중문농수산영농조합법인,제주특별자치도 서귀포시 천제연로 355,33.25238974,126.4424496,"중문농수산은 생산자가 직접 재배하고 유통해 더욱 믿을 수 있는 곳으로 청정제주의 신선한 상품을 판매하고 있다. 옥돔, 갈치, 고등어, 한라봉 등을 판매하고 있다.",064-738-5757,08:00~20:00,연중무휴,가능,없음,없음
오랜지바다,부산광역시 수영구 광안해변로 245-1(민락동),35.15497408,129.120767,"부산 광안리 바닷가에 있는 오랜지바다는 부산 지역 작가, 청년 작가, 마을 주민, 관광객 작가가 함께 관광기념품을 개발하여 판매하는 우수마을기업이다. 150여 명의 인재 작가들과 함께 만들어 온 오랜지바다만의 유니크한 디자인·수공예 기념품으로, 부산에 오면 꼭 들려야하는 기념품샵으로서의 입지를 굳히고 있다. 오랜지바다의 젊은 인재뱅크, 다양한 디자인과 생산방식 노하우를 통해 어떠한 주제에 대해서도 개성 있는 제품과 스토리를 만들어내고 있다. <br>",051-758-5308,매일 10:00 ~ 22:00,연중무휴,주차 불가,없음,가능
오룡시장,전라남도 무안군 삼향읍 남악3로 15,34.80691669,126.4598092,"남악 신도시 안에 상가형 건물에 자리한 시장이다. 빌딩 안에 있지만, 여느 골목 시장 못지않게 정겨운 느낌이 물씬 풍긴다. 지역 주민들의 장터로 찬거리나 간식거리를 구매하는 사람들이 주로 찾으며, 먹거리도 다양하여 외식을 위해 즐겨 찾는 곳이기도 하다. 반찬, 해산물, 과일, 떡, 전을 파는 가게들뿐만 아니라 횟집, 정육점 등도 입점해 있다. 주거지 인근에 자리 잡고 있어 산책 나와 가볍게 장을 보거나 먹거리를 즐기기에도 좋다. 남악 수변공원도 가까운 거리에 있어 산책길에 들러 장을 보기에도 편리하다.",061-284-1822,06:00 ~ 20:00,매월 셋째주 일요일,공영주차장,없음,불가
방배종합시장,서울특별시 서초구 방배천로16길 18(방배동),37.4821447,126.9840423,방배 종합시장은 서초구 이수역 사거리 방향 방배롯데캐슬아파트 인근에 있는 3층 규모의 건물형 종합상가 시장으로 '방배 중앙시장'이라고도 불린다. 40년이 넘다 보니 시설이 노후하여 안전 결함을 보강하기 위한 정비 사업이 승인되어 지금은 현대화를 위한 작업 중에 있다. 건물 코너 주변으로는 방배경찰서가 2023년 준공을 앞두고 있다. 방배동의 남부 종합시장과 이름이 비슷해 이용자들은 위치를 확인하고 가야 한다. 7호선 내방역에서 350여 미터 거리에 있다.,02-584-4719,오전 9시 ~ 오후 10시,점포별 상이,있음(협소),없음,불가
안산제2종합시장,경기도 안산시 상록구 성호로 258(부곡동),37.3264883,126.8584887,"안산 제2종합시장은 경기도 안산시 상록구에 위치해 있다. 다양한 식료품과 생필품을 판매하고 있고 저렴한 음식점, 가구점, 마트가 입점해 있다. 특히 이곳에 입점한 식자재 마트에서 저렴한 가격에 신선한 식재료를 구입할 수 있어 상록구 주민들이 애용하는 곳이다. 현대식 건물에 조성된 시장으로 편리하게 둘러볼 수 있다.",031-416-5005,24시간 (점포별 상이),연중무휴,주차가능,없음,없음
테마의거리상점가,인천광역시 부평구 대정로 66(부평동),37.49362768,126.7267071,"인천 1호선 부평역 앞의 최대 상권이다. 
부평역과 연결된 부평 중앙 지하상가와 육거리 부평시장 지하도 상가, 그리고 오거리 굴다리 까지를 일컫는다. 
사거리, 오거리, 육거리가 말해주듯 부평 인근에서 이 지역으로 몰려들 수 있는 여러 길을 가지고 상권이 발달했다. 다양한 업종의 점포 450여 개가 밀집해 있다. 부평 테마의 거리는 방송에도 여러번 소개된 맛집들도 많다.",,점포별 상이,점포별 상이,없음,없음,불가
서울청과,서울특별시 송파구 양재대로 932(가락동),37.49615647,127.1110193,"서울 송파구 가락동 농수산물 종합도매시장에 있는 서울청과는 일제강점기인 1939년 3월 서울의 남대문시장에서 '경성중앙청과주식회사'로 창립하여 80년이 넘는 역사를 가진 국내 최고의 농산물(채소, 과일) 도매시장 법인이다. 경매 위주로 물건을 유통하기에 일반 소비자들이 구매할 수 있는 물건은 일부 품목이지만 신선한 과일과 채소를 구입하기 위해 찾는 사람들이 있으며 특히 명절에는 선물용으로 과일을 구입하려는 사람들이 많이 찾는다. 지하철 3호선, 8호선 가락시장역 3번 출구 좌측 200m 거리에 있다.",02-3435-2000,02:00 - 23:00,"신년, 설, 하계 휴가, 추석 휴업<br>- 정확한 일자는 홈페이지 참고","가능 (가락몰 주차장) <br>
(30분 1,500원)",없음,불가
바당의물질,제주특별자치도 제주시 임항로 49(건입동),33.51699243,126.530025,바당의 물질은 서부두 수산시장내에 있는 공장직영점으로 다양한 해산물과 제주지역특산품등 구입하실 수 있는 수산가게이다.,064-758-3945,,연중무휴,,불가,없음
고속터미널 의류도매상가,서울특별시 서초구 신반포로 194,37.50540631,127.0075479,"고속터미널 의류도매상가는 여성 의류, 남성 의류, 아동 의류, 액세서리 등 다양한 종류의 상품을 한자리에서 살펴볼 수 있는 곳이다. 10층은 혼수와 옷 도매상가로 유명하며, 옷 가게는 6~8층에 모두 1천 7백여 점포로 이루어져 있다. 2, 4층은 침구, 주단 등을 파는 혼수 전문 상가이고 5층에는 식당가와 극장, 볼링장, 골프연습장 등이 있다. 이 상가에서 자체 공장에서 옷을 만들어 파는 점포는 100여 곳이며 가격수준은 동대문시장, 남대문시장과 비슷한 수준이다.",02-535-2212,매장마다 상이,"2, 4번째 수요일(다섯째 주가 있으면 휴무)","있음<br />
* 점포별로 1~2시간 무료주차권
* 무료주차권은 경부선 터미널 상가 내 주차장에서만 사용 / 호남선 주차장에서는 사용 불가",불가,가능
수원 영동시장,경기도 수원시 팔달구 수원천로255번길 6,37.27686357,127.0186977,"수원 영동시장은 정조대왕 시절 우시장으로 시작하여 200여 년의 역사를 지닌 전통 깊은 시장이다. 경기 남부 지역에서 가장 규모가 큰 수원 최대 규모의 전통시장으로 최대 번화가인 팔달문 주변 각종 점포가 밀집되어 있고, 현대상가와 재래시장의 복합적 형태를 이루고 있다. 시민들의 통행이 많아 항상 생동감이 넘치고 거의 모든 상품을 구경하고 구매할 수 있다.
영동시장하면 한복을 떠올릴 정도로 한복과 포목 품목이 특화된 시장으로, 300여 개 상점 중 순수 한복점은 40여 개 점포이며 그 밖에 의류, 잡화, 농축산물을 취급하는 상점이 있다. 현재 수원의 재래시장 활성화 사업에 의해 아케이드와 냉난방시설이 갖춰지고 상점의 보수가 이루어져 현대적 시설로 탈바꿈되었다.
시장과 연결된 건물에는 7080 추억의 감성을 만나 볼 수 있는 28청년몰이 있는데 디저트, 아트, 공예 상점 및 다양한 먹거리와 포토존도 있어 실내 데이트로 가볼 만하다.",영동시장 관리사무실 031-251-0171,09:00~20:00,1일 / 15일(포목 점포만 휴무),"가능(70대)<br>요금(1시간 이내 1,000원 / 2시간 이내 2,000원 / 4시간 이내 4,000원)",없음,없음
JDC 면세점 (제주공항점),제주특별자치도 제주시 공항로 2(용담이동),33.50712074,126.4947727,"JDC 면세점은 최근 매장을 새로 재배치하고 세계 유명브랜드의 외국 제품과 국산품, 양주, 담배 등을 다양하게 완비하여 국내외 관광객의 쇼핑에 대한 편의를 최우선적으로 고려하였다. JDC 면세점에서는 원하는 품목을 사전주문 예약도 가능하며 원화, 달러와 엔화 등의 현금은 물론 신용카드나 여행자 수표로도 구매가 가능하다. 출국 수속을 일찍 마치고 여유있는 쇼핑을 즐길 수 있다.",064-740-9900,06:00~21:20,연중무휴,,불가,불가
옹기공방,충청북도 영동군 영동읍 임계길 240-27,36.16691151,127.8471096,"영동 옹기공방은 서울에서 활동하던 여봉구 씨가 우리 전통 옹기를 제작하기 위해 영동으로 내려와 300년 전 가마터가 있던 자리에 그 얼을 잇고자 문을 연 곳이다.
옹기에 대한 기초적인 이론과 도자기, 옹기의 전반적인 제조 과정을 배울 수 있는 배움의 장을 제공하고 있다. 이곳 옹기공방에서는 고급스러운 도자기가 아니라 소박한 찻잔, 미니 항아리 등을 직접 만들고 정성껏 천연유약을 바르면 세상의 하나밖에 없는 옹기가 탄생하게 되는 된다. 이때 사용하는 천연유약의 재료를 이곳 영동에서 쉽게 구할 수 있다는 것이 옹기장이 주인장이 영동으로 내려온 이유라 한다. 옹기장이 주인장의 한마디에 가슴 따뜻하게 이들의 옹기사랑이 느껴진다. 
중국 흙으로 만든 그릇이 판치는 것이 못마땅했던 그는 우리 흙으로 된 건강한 도자기를 만드는 것은 물론, 흙을 만지는 기쁨을 알리기 위해 공방을 체험 장소로 개방했다. 도자기를 만드는 것은 흙을 만지는 기쁨과 함께 1,250도 고온을 견뎌내는 인내와 기다림의 예술이다. 옹기공방에서는 도예체험 외에 황토염색, 효소체험, 물놀이 등 아이들과 함께할 수 있는 다양한 체험이 마련되어 있다. 뿐만 아니라 닭장, 포도밭 등 시골에서 놀며 배울 거리가 가득하다.",043-744-6040,,,,없음,없음
